"id";"nome";"url_detalhes";"tipo_primario";"tipo_secundario";"url_imagem";"geracao";"especie";"altura";"peso";"hp";"ataque";"defesa";"ataque_especial";"defesa_especial";"velocidade";"stats_total"
"#0267";"Beautifly";"https://pokemondb.net/pokedex/beautifly";"Bug";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/beautifly.jpg";"Generation 3";"Butterfly Pokémon";"1.0";"28.4";"60";"70";"50";"100";"50";"65";"395"
"#0268";"Cascoon";"https://pokemondb.net/pokedex/cascoon";"Bug";"";"https://img.pokemondb.net/sprites/home/normal/2x/cascoon.jpg";"Generation 3";"Cocoon Pokémon";"0.7";"11.5";"50";"35";"55";"25";"25";"15";"205"
"#0269";"Dustox";"https://pokemondb.net/pokedex/dustox";"Bug";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/dustox.jpg";"Generation 3";"Poison Moth Pokémon";"1.2";"31.6";"60";"50";"70";"50";"90";"65";"385"
"#0270";"Lotad";"https://pokemondb.net/pokedex/lotad";"Water";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/lotad.jpg";"Generation 3";"Water Weed Pokémon";"0.5";"2.6";"40";"30";"30";"40";"50";"30";"220"
"#0271";"Lombre";"https://pokemondb.net/pokedex/lombre";"Water";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/lombre.jpg";"Generation 3";"Jolly Pokémon";"1.2";"32.5";"60";"50";"50";"60";"70";"50";"340"
"#0272";"Ludicolo";"https://pokemondb.net/pokedex/ludicolo";"Water";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/ludicolo.jpg";"Generation 3";"Carefree Pokémon";"1.5";"55.0";"80";"70";"70";"90";"100";"70";"480"
"#0273";"Seedot";"https://pokemondb.net/pokedex/seedot";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/seedot.jpg";"Generation 3";"Acorn Pokémon";"0.5";"4.0";"40";"40";"50";"30";"30";"30";"220"
"#0274";"Nuzleaf";"https://pokemondb.net/pokedex/nuzleaf";"Grass";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/nuzleaf.jpg";"Generation 3";"Wily Pokémon";"1.0";"28.0";"70";"70";"40";"60";"40";"60";"340"
"#0275";"Shiftry";"https://pokemondb.net/pokedex/shiftry";"Grass";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/shiftry.jpg";"Generation 3";"Wicked Pokémon";"1.3";"59.6";"90";"100";"60";"90";"60";"80";"480"
"#0276";"Taillow";"https://pokemondb.net/pokedex/taillow";"Normal";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/taillow.jpg";"Generation 3";"TinySwallow Pokémon";"0.3";"2.3";"40";"55";"30";"30";"30";"85";"270"
"#0277";"Swellow";"https://pokemondb.net/pokedex/swellow";"Normal";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/swellow.jpg";"Generation 3";"Swallow Pokémon";"0.7";"19.8";"60";"85";"60";"75";"50";"125";"455"
"#0278";"Wingull";"https://pokemondb.net/pokedex/wingull";"Water";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/wingull.jpg";"Generation 3";"Seagull Pokémon";"0.6";"9.5";"40";"30";"30";"55";"30";"85";"270"
"#0279";"Pelipper";"https://pokemondb.net/pokedex/pelipper";"Water";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/pelipper.jpg";"Generation 3";"Water Bird Pokémon";"1.2";"28.0";"60";"50";"100";"95";"70";"65";"440"
"#0280";"Ralts";"https://pokemondb.net/pokedex/ralts";"Psychic";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/ralts.jpg";"Generation 3";"Feeling Pokémon";"0.4";"6.6";"28";"25";"25";"45";"35";"40";"198"
"#0281";"Kirlia";"https://pokemondb.net/pokedex/kirlia";"Psychic";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/kirlia.jpg";"Generation 3";"Emotion Pokémon";"0.8";"20.2";"38";"35";"35";"65";"55";"50";"278"
"#0282";"Gardevoir";"https://pokemondb.net/pokedex/gardevoir";"Psychic";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/gardevoir.jpg";"Generation 3";"Embrace Pokémon";"1.6";"48.4";"68";"85";"65";"165";"135";"100";"618"
"#0283";"Surskit";"https://pokemondb.net/pokedex/surskit";"Bug";"Water";"https://img.pokemondb.net/sprites/home/normal/2x/surskit.jpg";"Generation 3";"Pond Skater Pokémon";"0.5";"1.7";"40";"30";"32";"50";"52";"65";"269"
"#0284";"Masquerain";"https://pokemondb.net/pokedex/masquerain";"Bug";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/masquerain.jpg";"Generation 3";"Eyeball Pokémon";"0.8";"3.6";"70";"60";"62";"100";"82";"80";"454"
"#0285";"Shroomish";"https://pokemondb.net/pokedex/shroomish";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/shroomish.jpg";"Generation 3";"Mushroom Pokémon";"0.4";"4.5";"60";"40";"60";"40";"60";"35";"295"
"#0286";"Breloom";"https://pokemondb.net/pokedex/breloom";"Grass";"Fighting";"https://img.pokemondb.net/sprites/home/normal/2x/breloom.jpg";"Generation 3";"Mushroom Pokémon";"1.2";"39.2";"60";"130";"80";"60";"60";"70";"460"
"#0287";"Slakoth";"https://pokemondb.net/pokedex/slakoth";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/slakoth.jpg";"Generation 3";"Slacker Pokémon";"0.8";"24.0";"60";"60";"60";"35";"35";"30";"280"
"#0288";"Vigoroth";"https://pokemondb.net/pokedex/vigoroth";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/vigoroth.jpg";"Generation 3";"Wild Monkey Pokémon";"1.4";"46.5";"80";"80";"80";"55";"55";"90";"440"
"#0289";"Slaking";"https://pokemondb.net/pokedex/slaking";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/slaking.jpg";"Generation 3";"Lazy Pokémon";"2.0";"130.5";"150";"160";"100";"95";"65";"100";"670"
"#0290";"Nincada";"https://pokemondb.net/pokedex/nincada";"Bug";"Ground";"https://img.pokemondb.net/sprites/home/normal/2x/nincada.jpg";"Generation 3";"Trainee Pokémon";"0.5";"5.5";"31";"45";"90";"30";"30";"40";"266"
"#0291";"Ninjask";"https://pokemondb.net/pokedex/ninjask";"Bug";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/ninjask.jpg";"Generation 3";"Ninja Pokémon";"0.8";"12.0";"61";"90";"45";"50";"50";"160";"456"
"#0292";"Shedinja";"https://pokemondb.net/pokedex/shedinja";"Bug";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/shedinja.jpg";"Generation 3";"Shed Pokémon";"0.8";"1.2";"1";"90";"45";"30";"30";"40";"236"
"#0293";"Whismur";"https://pokemondb.net/pokedex/whismur";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/whismur.jpg";"Generation 3";"Whisper Pokémon";"0.6";"16.3";"64";"51";"23";"51";"23";"28";"240"
"#0294";"Loudred";"https://pokemondb.net/pokedex/loudred";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/loudred.jpg";"Generation 3";"Big Voice Pokémon";"1.0";"40.5";"84";"71";"43";"71";"43";"48";"360"
"#0295";"Exploud";"https://pokemondb.net/pokedex/exploud";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/exploud.jpg";"Generation 3";"Loud Noise Pokémon";"1.5";"84.0";"104";"91";"63";"91";"73";"68";"490"
"#0296";"Makuhita";"https://pokemondb.net/pokedex/makuhita";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/makuhita.jpg";"Generation 3";"Guts Pokémon";"1.0";"86.4";"72";"60";"30";"20";"30";"25";"237"
"#0297";"Hariyama";"https://pokemondb.net/pokedex/hariyama";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/hariyama.jpg";"Generation 3";"Arm Thrust Pokémon";"2.3";"253.8";"144";"120";"60";"40";"60";"50";"474"
"#0298";"Azurill";"https://pokemondb.net/pokedex/azurill";"Normal";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/azurill.jpg";"Generation 3";"Polka Dot Pokémon";"0.2";"2.0";"50";"20";"40";"20";"40";"20";"190"
"#0299";"Nosepass";"https://pokemondb.net/pokedex/nosepass";"Rock";"";"https://img.pokemondb.net/sprites/home/normal/2x/nosepass.jpg";"Generation 3";"Compass Pokémon";"1.0";"97.0";"30";"45";"135";"45";"90";"30";"375"
"#0300";"Skitty";"https://pokemondb.net/pokedex/skitty";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/skitty.jpg";"Generation 3";"Kitten Pokémon";"0.6";"11.0";"50";"45";"45";"35";"35";"50";"260"
"#0301";"Delcatty";"https://pokemondb.net/pokedex/delcatty";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/delcatty.jpg";"Generation 3";"Prim Pokémon";"1.1";"32.6";"70";"65";"65";"55";"55";"90";"400"
"#0302";"Sableye";"https://pokemondb.net/pokedex/sableye";"Dark";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/sableye.jpg";"Generation 3";"Darkness Pokémon";"0.5";"161.0";"50";"85";"125";"85";"115";"20";"480"
"#0303";"Mawile";"https://pokemondb.net/pokedex/mawile";"Steel";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/mawile.jpg";"Generation 3";"Deceiver Pokémon";"1.0";"23.5";"50";"105";"125";"55";"95";"50";"480"
"#0304";"Aron";"https://pokemondb.net/pokedex/aron";"Steel";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/aron.jpg";"Generation 3";"Iron Armor Pokémon";"0.4";"60.0";"50";"70";"100";"40";"40";"30";"330"
"#0305";"Lairon";"https://pokemondb.net/pokedex/lairon";"Steel";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/lairon.jpg";"Generation 3";"Iron Armor Pokémon";"0.9";"120.0";"60";"90";"140";"50";"50";"40";"430"
"#0306";"Aggron";"https://pokemondb.net/pokedex/aggron";"Steel";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/aggron.jpg";"Generation 3";"Iron Armor Pokémon";"2.2";"395.0";"70";"140";"230";"60";"80";"50";"630"
"#0307";"Meditite";"https://pokemondb.net/pokedex/meditite";"Fighting";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/meditite.jpg";"Generation 3";"Meditate Pokémon";"0.6";"11.2";"30";"40";"55";"40";"55";"60";"280"
"#0308";"Medicham";"https://pokemondb.net/pokedex/medicham";"Fighting";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/medicham.jpg";"Generation 3";"Meditate Pokémon";"1.3";"31.5";"60";"100";"85";"80";"85";"100";"510"
"#0309";"Electrike";"https://pokemondb.net/pokedex/electrike";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/electrike.jpg";"Generation 3";"Lightning Pokémon";"0.6";"15.2";"40";"45";"40";"65";"40";"65";"295"
"#0310";"Manectric";"https://pokemondb.net/pokedex/manectric";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/manectric.jpg";"Generation 3";"Discharge Pokémon";"1.8";"44.0";"70";"75";"80";"135";"80";"135";"575"
"#0311";"Plusle";"https://pokemondb.net/pokedex/plusle";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/plusle.jpg";"Generation 3";"Cheering Pokémon";"0.4";"4.2";"60";"50";"40";"85";"75";"95";"405"
"#0312";"Minun";"https://pokemondb.net/pokedex/minun";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/minun.jpg";"Generation 3";"Cheering Pokémon";"0.4";"4.2";"60";"40";"50";"75";"85";"95";"405"
"#0313";"Volbeat";"https://pokemondb.net/pokedex/volbeat";"Bug";"";"https://img.pokemondb.net/sprites/home/normal/2x/volbeat.jpg";"Generation 3";"Firefly Pokémon";"0.7";"17.7";"65";"73";"75";"47";"85";"85";"430"
"#0314";"Illumise";"https://pokemondb.net/pokedex/illumise";"Bug";"";"https://img.pokemondb.net/sprites/home/normal/2x/illumise.jpg";"Generation 3";"Firefly Pokémon";"0.6";"17.7";"65";"47";"75";"73";"85";"85";"430"
"#0315";"Roselia";"https://pokemondb.net/pokedex/roselia";"Grass";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/roselia.jpg";"Generation 3";"Thorn Pokémon";"0.3";"2.0";"50";"60";"45";"100";"80";"65";"400"
"#0316";"Gulpin";"https://pokemondb.net/pokedex/gulpin";"Poison";"";"https://img.pokemondb.net/sprites/home/normal/2x/gulpin.jpg";"Generation 3";"Stomach Pokémon";"0.4";"10.3";"70";"43";"53";"43";"53";"40";"302"
"#0317";"Swalot";"https://pokemondb.net/pokedex/swalot";"Poison";"";"https://img.pokemondb.net/sprites/home/normal/2x/swalot.jpg";"Generation 3";"Poison Bag Pokémon";"1.7";"80.0";"100";"73";"83";"73";"83";"55";"467"
"#0318";"Carvanha";"https://pokemondb.net/pokedex/carvanha";"Water";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/carvanha.jpg";"Generation 3";"Savage Pokémon";"0.8";"20.8";"45";"90";"20";"65";"20";"65";"305"
"#0319";"Sharpedo";"https://pokemondb.net/pokedex/sharpedo";"Water";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/sharpedo.jpg";"Generation 3";"Brutal Pokémon";"2.5";"130.3";"70";"140";"70";"110";"65";"105";"560"
"#0320";"Wailmer";"https://pokemondb.net/pokedex/wailmer";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/wailmer.jpg";"Generation 3";"Ball Whale Pokémon";"2.0";"130.0";"130";"70";"35";"70";"35";"60";"400"
"#0321";"Wailord";"https://pokemondb.net/pokedex/wailord";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/wailord.jpg";"Generation 3";"Float Whale Pokémon";"14.5";"398.0";"170";"90";"45";"90";"45";"60";"500"
"#0322";"Numel";"https://pokemondb.net/pokedex/numel";"Fire";"Ground";"https://img.pokemondb.net/sprites/home/normal/2x/numel.jpg";"Generation 3";"Numb Pokémon";"0.7";"24.0";"60";"60";"40";"65";"45";"35";"305"
"#0323";"Camerupt";"https://pokemondb.net/pokedex/camerupt";"Fire";"Ground";"https://img.pokemondb.net/sprites/home/normal/2x/camerupt.jpg";"Generation 3";"Eruption Pokémon";"2.5";"320.5";"70";"120";"100";"145";"105";"20";"560"
"#0324";"Torkoal";"https://pokemondb.net/pokedex/torkoal";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/torkoal.jpg";"Generation 3";"Coal Pokémon";"0.5";"80.4";"70";"85";"140";"85";"70";"20";"470"
"#0325";"Spoink";"https://pokemondb.net/pokedex/spoink";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/spoink.jpg";"Generation 3";"Bounce Pokémon";"0.7";"30.6";"60";"25";"35";"70";"80";"60";"330"
"#0326";"Grumpig";"https://pokemondb.net/pokedex/grumpig";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/grumpig.jpg";"Generation 3";"Manipulate Pokémon";"0.9";"71.5";"80";"45";"65";"90";"110";"80";"470"
"#0327";"Spinda";"https://pokemondb.net/pokedex/spinda";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/spinda.jpg";"Generation 3";"Spot Panda Pokémon";"1.1";"5.0";"60";"60";"60";"60";"60";"60";"360"
"#0328";"Trapinch";"https://pokemondb.net/pokedex/trapinch";"Ground";"";"https://img.pokemondb.net/sprites/home/normal/2x/trapinch.jpg";"Generation 3";"Ant Pit Pokémon";"0.7";"15.0";"45";"100";"45";"45";"45";"10";"290"
"#0329";"Vibrava";"https://pokemondb.net/pokedex/vibrava";"Ground";"Dragon";"https://img.pokemondb.net/sprites/home/normal/2x/vibrava.jpg";"Generation 3";"Vibration Pokémon";"1.1";"15.3";"50";"70";"50";"50";"50";"70";"340"
"#0330";"Flygon";"https://pokemondb.net/pokedex/flygon";"Ground";"Dragon";"https://img.pokemondb.net/sprites/home/normal/2x/flygon.jpg";"Generation 3";"Mystic Pokémon";"2.0";"82.0";"80";"100";"80";"80";"80";"100";"520"
"#0331";"Cacnea";"https://pokemondb.net/pokedex/cacnea";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/cacnea.jpg";"Generation 3";"Cactus Pokémon";"0.4";"51.3";"50";"85";"40";"85";"40";"35";"335"
"#0332";"Cacturne";"https://pokemondb.net/pokedex/cacturne";"Grass";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/cacturne.jpg";"Generation 3";"Scarecrow Pokémon";"1.3";"77.4";"70";"115";"60";"115";"60";"55";"475"
"#0333";"Swablu";"https://pokemondb.net/pokedex/swablu";"Normal";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/swablu.jpg";"Generation 3";"Cotton Bird Pokémon";"0.4";"1.2";"45";"40";"60";"40";"75";"50";"310"
"#0334";"Altaria";"https://pokemondb.net/pokedex/altaria";"Dragon";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/altaria.jpg";"Generation 3";"Humming Pokémon";"1.5";"20.6";"75";"110";"110";"110";"105";"80";"590"
"#0335";"Zangoose";"https://pokemondb.net/pokedex/zangoose";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/zangoose.jpg";"Generation 3";"Cat Ferret Pokémon";"1.3";"40.3";"73";"115";"60";"60";"60";"90";"458"
"#0336";"Seviper";"https://pokemondb.net/pokedex/seviper";"Poison";"";"https://img.pokemondb.net/sprites/home/normal/2x/seviper.jpg";"Generation 3";"Fang Snake Pokémon";"2.7";"52.5";"73";"100";"60";"100";"60";"65";"458"
"#0337";"Lunatone";"https://pokemondb.net/pokedex/lunatone";"Rock";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/lunatone.jpg";"Generation 3";"Meteorite Pokémon";"1.0";"168.0";"90";"55";"65";"95";"85";"70";"460"
"#0338";"Solrock";"https://pokemondb.net/pokedex/solrock";"Rock";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/solrock.jpg";"Generation 3";"Meteorite Pokémon";"1.2";"154.0";"90";"95";"85";"55";"65";"70";"460"
"#0339";"Barboach";"https://pokemondb.net/pokedex/barboach";"Water";"Ground";"https://img.pokemondb.net/sprites/home/normal/2x/barboach.jpg";"Generation 3";"Whiskers Pokémon";"0.4";"1.9";"50";"48";"43";"46";"41";"60";"288"
"#0340";"Whiscash";"https://pokemondb.net/pokedex/whiscash";"Water";"Ground";"https://img.pokemondb.net/sprites/home/normal/2x/whiscash.jpg";"Generation 3";"Whiskers Pokémon";"0.9";"23.6";"110";"78";"73";"76";"71";"60";"468"
"#0341";"Corphish";"https://pokemondb.net/pokedex/corphish";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/corphish.jpg";"Generation 3";"Ruffian Pokémon";"0.6";"11.5";"43";"80";"65";"50";"35";"35";"308"
"#0342";"Crawdaunt";"https://pokemondb.net/pokedex/crawdaunt";"Water";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/crawdaunt.jpg";"Generation 3";"Rogue Pokémon";"1.1";"32.8";"63";"120";"85";"90";"55";"55";"468"
"#0343";"Baltoy";"https://pokemondb.net/pokedex/baltoy";"Ground";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/baltoy.jpg";"Generation 3";"Clay Doll Pokémon";"0.5";"21.5";"40";"40";"55";"40";"70";"55";"300"
"#0344";"Claydol";"https://pokemondb.net/pokedex/claydol";"Ground";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/claydol.jpg";"Generation 3";"Clay Doll Pokémon";"1.5";"108.0";"60";"70";"105";"70";"120";"75";"500"
"#0345";"Lileep";"https://pokemondb.net/pokedex/lileep";"Rock";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/lileep.jpg";"Generation 3";"Sea Lily Pokémon";"1.0";"23.8";"66";"41";"77";"61";"87";"23";"355"
"#0346";"Cradily";"https://pokemondb.net/pokedex/cradily";"Rock";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/cradily.jpg";"Generation 3";"Barnacle Pokémon";"1.5";"60.4";"86";"81";"97";"81";"107";"43";"495"
"#0347";"Anorith";"https://pokemondb.net/pokedex/anorith";"Rock";"Bug";"https://img.pokemondb.net/sprites/home/normal/2x/anorith.jpg";"Generation 3";"Old Shrimp Pokémon";"0.7";"12.5";"45";"95";"50";"40";"50";"75";"355"
"#0348";"Armaldo";"https://pokemondb.net/pokedex/armaldo";"Rock";"Bug";"https://img.pokemondb.net/sprites/home/normal/2x/armaldo.jpg";"Generation 3";"Plate Pokémon";"1.5";"68.2";"75";"125";"100";"70";"80";"45";"495"
"#0349";"Feebas";"https://pokemondb.net/pokedex/feebas";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/feebas.jpg";"Generation 3";"Fish Pokémon";"0.6";"7.4";"20";"15";"20";"10";"55";"80";"200"
"#0350";"Milotic";"https://pokemondb.net/pokedex/milotic";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/milotic.jpg";"Generation 3";"Tender Pokémon";"6.2";"162.0";"95";"60";"79";"100";"125";"81";"540"
"#0351";"Castform";"https://pokemondb.net/pokedex/castform";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/castform.jpg";"Generation 3";"Weather Pokémon";"0.3";"0.8";"70";"70";"70";"70";"70";"70";"420"
"#0352";"Kecleon";"https://pokemondb.net/pokedex/kecleon";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/kecleon.jpg";"Generation 3";"Color Swap Pokémon";"1.0";"22.0";"60";"90";"70";"60";"120";"40";"440"
"#0353";"Shuppet";"https://pokemondb.net/pokedex/shuppet";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/shuppet.jpg";"Generation 3";"Puppet Pokémon";"0.6";"2.3";"44";"75";"35";"63";"33";"45";"295"
"#0354";"Banette";"https://pokemondb.net/pokedex/banette";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/banette.jpg";"Generation 3";"Marionette Pokémon";"1.2";"13.0";"64";"165";"75";"93";"83";"75";"555"
"#0355";"Duskull";"https://pokemondb.net/pokedex/duskull";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/duskull.jpg";"Generation 3";"Requiem Pokémon";"0.8";"15.0";"20";"40";"90";"30";"90";"25";"295"
"#0356";"Dusclops";"https://pokemondb.net/pokedex/dusclops";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/dusclops.jpg";"Generation 3";"Beckon Pokémon";"1.6";"30.6";"40";"70";"130";"60";"130";"25";"455"
"#0357";"Tropius";"https://pokemondb.net/pokedex/tropius";"Grass";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/tropius.jpg";"Generation 3";"Fruit Pokémon";"2.0";"100.0";"99";"68";"83";"72";"87";"51";"460"
"#0358";"Chimecho";"https://pokemondb.net/pokedex/chimecho";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/chimecho.jpg";"Generation 3";"Wind Chime Pokémon";"0.6";"1.0";"75";"50";"80";"95";"90";"65";"455"
"#0359";"Absol";"https://pokemondb.net/pokedex/absol";"Dark";"";"https://img.pokemondb.net/sprites/home/normal/2x/absol.jpg";"Generation 3";"Disaster Pokémon";"1.2";"49.0";"65";"150";"60";"115";"60";"115";"565"
"#0360";"Wynaut";"https://pokemondb.net/pokedex/wynaut";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/wynaut.jpg";"Generation 3";"Bright Pokémon";"0.6";"14.0";"95";"23";"48";"23";"48";"23";"260"
"#0361";"Snorunt";"https://pokemondb.net/pokedex/snorunt";"Ice";"";"https://img.pokemondb.net/sprites/home/normal/2x/snorunt.jpg";"Generation 3";"Snow Hat Pokémon";"0.7";"16.8";"50";"50";"50";"50";"50";"50";"300"
"#0362";"Glalie";"https://pokemondb.net/pokedex/glalie";"Ice";"";"https://img.pokemondb.net/sprites/home/normal/2x/glalie.jpg";"Generation 3";"Face Pokémon";"2.1";"350.2";"80";"120";"80";"120";"80";"100";"580"
"#0363";"Spheal";"https://pokemondb.net/pokedex/spheal";"Ice";"Water";"https://img.pokemondb.net/sprites/home/normal/2x/spheal.jpg";"Generation 3";"Clap Pokémon";"0.8";"39.5";"70";"40";"50";"55";"50";"25";"290"
"#0364";"Sealeo";"https://pokemondb.net/pokedex/sealeo";"Ice";"Water";"https://img.pokemondb.net/sprites/home/normal/2x/sealeo.jpg";"Generation 3";"Ball Roll Pokémon";"1.1";"87.6";"90";"60";"70";"75";"70";"45";"410"
"#0365";"Walrein";"https://pokemondb.net/pokedex/walrein";"Ice";"Water";"https://img.pokemondb.net/sprites/home/normal/2x/walrein.jpg";"Generation 3";"Ice Break Pokémon";"1.4";"150.6";"110";"80";"90";"95";"90";"65";"530"
"#0366";"Clamperl";"https://pokemondb.net/pokedex/clamperl";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/clamperl.jpg";"Generation 3";"Bivalve Pokémon";"0.4";"52.5";"35";"64";"85";"74";"55";"32";"345"
"#0367";"Huntail";"https://pokemondb.net/pokedex/huntail";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/huntail.jpg";"Generation 3";"Deep Sea Pokémon";"1.7";"27.0";"55";"104";"105";"94";"75";"52";"485"
"#0368";"Gorebyss";"https://pokemondb.net/pokedex/gorebyss";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/gorebyss.jpg";"Generation 3";"South Sea Pokémon";"1.8";"22.6";"55";"84";"105";"114";"75";"52";"485"
"#0369";"Relicanth";"https://pokemondb.net/pokedex/relicanth";"Water";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/relicanth.jpg";"Generation 3";"Longevity Pokémon";"1.0";"23.4";"100";"90";"130";"45";"65";"55";"485"
"#0370";"Luvdisc";"https://pokemondb.net/pokedex/luvdisc";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/luvdisc.jpg";"Generation 3";"Rendezvous Pokémon";"0.6";"8.7";"43";"30";"55";"40";"65";"97";"330"
"#0371";"Bagon";"https://pokemondb.net/pokedex/bagon";"Dragon";"";"https://img.pokemondb.net/sprites/home/normal/2x/bagon.jpg";"Generation 3";"Rock Head Pokémon";"0.6";"42.1";"45";"75";"60";"40";"30";"50";"300"
"#0372";"Shelgon";"https://pokemondb.net/pokedex/shelgon";"Dragon";"";"https://img.pokemondb.net/sprites/home/normal/2x/shelgon.jpg";"Generation 3";"Endurance Pokémon";"1.1";"110.5";"65";"95";"100";"60";"50";"50";"420"
"#0373";"Salamence";"https://pokemondb.net/pokedex/salamence";"Dragon";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/salamence.jpg";"Generation 3";"Dragon Pokémon";"1.8";"112.6";"95";"145";"130";"120";"90";"120";"700"
"#0374";"Beldum";"https://pokemondb.net/pokedex/beldum";"Steel";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/beldum.jpg";"Generation 3";"Iron Ball Pokémon";"0.6";"95.2";"40";"55";"80";"35";"60";"30";"300"
"#0375";"Metang";"https://pokemondb.net/pokedex/metang";"Steel";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/metang.jpg";"Generation 3";"Iron Claw Pokémon";"1.2";"202.5";"60";"75";"100";"55";"80";"50";"420"
"#0376";"Metagross";"https://pokemondb.net/pokedex/metagross";"Steel";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/metagross.jpg";"Generation 3";"Iron Leg Pokémon";"2.5";"942.9";"80";"145";"150";"105";"110";"110";"700"
"#0377";"Regirock";"https://pokemondb.net/pokedex/regirock";"Rock";"";"https://img.pokemondb.net/sprites/home/normal/2x/regirock.jpg";"Generation 3";"Rock Peak Pokémon";"1.7";"230.0";"80";"100";"200";"50";"100";"50";"580"
